author.id,u_min,u_max,u_mean,u_std,Cat,is_retweet,Label,retweet
u3683,0,0,0,,Twitter_User,,u3683,
u3684,0,0,0,,Twitter_User,,u3684,
u3685,329,329,329,,Twitter_User,,u3685,
u3686,0,0,0,,Twitter_User,,u3686,
u3687,19,19,19,,Twitter_User,,u3687,
u3688,875,875,875,,Twitter_User,,u3688,
u3689,6,18,12,8.49,Twitter_User,,u3689,
u369,0,1,0.2,0.45,Twitter_User,,u369,
u3690,0,435,35.91,94.16,Twitter_User,,u3690,
u3691,0,41,9.12,13.2,Twitter_User,,u3691,
u3692,28,28,28,,Twitter_User,,u3692,
u3693,0,22,5.17,8.45,Twitter_User,,u3693,
u3694,0,0,0,,Twitter_User,,u3694,
u3695,15,2995,814.25,1456.14,Twitter_User,,u3695,
u3696,8,8,8,,Twitter_User,,u3696,
u3697,2095,2095,2095,,Twitter_User,,u3697,
u3698,0,0,0,0,Twitter_User,,u3698,
u3699,2,2,2,,Twitter_User,,u3699,
u37,2,2,2,,Twitter_User,,u37,
u370,0,0,0,,Twitter_User,,u370,
u3700,2995,2995,2995,,Twitter_User,,u3700,
u3701,0,0,0,,Twitter_User,,u3701,
u3702,329,329,329,,Twitter_User,,u3702,
u3703,0,35,11.38,12.83,Twitter_User,,u3703,
u3704,0,0,0,,Twitter_User,,u3704,
u3705,0,0,0,0,Twitter_User,,u3705,
u3706,0,0,0,,Twitter_User,,u3706,
u3707,8,8,8,,Twitter_User,,u3707,
u3708,2995,2995,2995,,Twitter_User,,u3708,
u3709,0,435,21.13,68.88,Twitter_User,,u3709,
u371,0,0,0,,Twitter_User,,u371,
u3710,0,3,1.67,1.53,Twitter_User,,u3710,
u3711,0,0,0,0,Twitter_User,,u3711,
u3712,0,0,0,,Twitter_User,,u3712,
u3713,0,40,8.67,13.14,Twitter_User,,u3713,
u3714,0,0,0,,Twitter_User,,u3714,
u3715,1,28,12.5,12.21,Twitter_User,,u3715,
u3716,5,2995,1500,2114.25,Twitter_User,,u3716,
u3717,0,0,0,,Twitter_User,,u3717,
u3718,875,875,875,,Twitter_User,,u3718,
u3719,0,0,0,,Twitter_User,,u3719,
u372,0,0,0,,Twitter_User,,u372,
u3720,999,999,999,,Twitter_User,,u3720,
u3721,2995,2995,2995,,Twitter_User,,u3721,
u3722,0,0,0,,Twitter_User,,u3722,
u3723,0,312,67.31,89.24,Twitter_User,,u3723,
u3724,3263,3263,3263,,Twitter_User,,u3724,
u3725,5,5,5,,Twitter_User,,u3725,
u3726,0,0,0,,Twitter_User,,u3726,
u3727,0,0,0,,Twitter_User,,u3727,
u3728,0,8,2.71,3.77,Twitter_User,,u3728,
u3729,12,12,12,,Twitter_User,,u3729,
u373,0,0,0,,Twitter_User,,u373,
u3730,0,0,0,,Twitter_User,,u3730,
u3731,0,0,0,0,Twitter_User,,u3731,
u3732,0,0,0,,Twitter_User,,u3732,
u3733,3429,3429,3429,,Twitter_User,,u3733,
u3734,329,329,329,,Twitter_User,,u3734,
u3735,0,0,0,,Twitter_User,,u3735,
u3736,0,0,0,,Twitter_User,,u3736,
u3737,0,0,0,,Twitter_User,,u3737,
u3738,961,961,961,,Twitter_User,,u3738,
u3739,0,0,0,,Twitter_User,,u3739,
u374,0,0,0,,Twitter_User,,u374,
u3740,7,7,7,,Twitter_User,,u3740,
u3741,2,2,2,,Twitter_User,,u3741,
u3742,8,8,8,,Twitter_User,,u3742,
u3743,0,0,0,,Twitter_User,,u3743,
u3744,0,0,0,,Twitter_User,,u3744,
u3745,4,4,4,,Twitter_User,,u3745,
u3746,0,0,0,,Twitter_User,,u3746,
u3747,42,42,42,,Twitter_User,,u3747,
u3748,0,11,0.95,2.38,Twitter_User,,u3748,
u3749,2095,2095,2095,,Twitter_User,,u3749,
u375,404,404,404,,Twitter_User,,u375,
u3750,2995,2995,2995,,Twitter_User,,u3750,
u3751,0,0,0,,Twitter_User,,u3751,
u3752,103,103,103,,Twitter_User,,u3752,
u3753,0,0,0,,Twitter_User,,u3753,
u3754,0,0,0,,Twitter_User,,u3754,
u3755,329,329,329,,Twitter_User,,u3755,
u3756,0,169,84.5,119.5,Twitter_User,,u3756,
u3757,0,0,0,,Twitter_User,,u3757,
u3758,375,375,375,,Twitter_User,,u3758,
u3759,999,999,999,,Twitter_User,,u3759,
u376,1,4,2.5,2.12,Twitter_User,,u376,
u3760,0,0,0,,Twitter_User,,u3760,
u3761,2,2,2,,Twitter_User,,u3761,
u3762,3429,3429,3429,,Twitter_User,,u3762,
u3763,0,0,0,,Twitter_User,,u3763,
u3764,0,0,0,,Twitter_User,,u3764,
u3765,1,2995,1498,2117.08,Twitter_User,,u3765,
u3766,2888,2888,2888,,Twitter_User,,u3766,
u3767,0,0,0,,Twitter_User,,u3767,
u3768,52,52,52,,Twitter_User,,u3768,
u3769,3,3,3,,Twitter_User,,u3769,
u377,0,0,0,,Twitter_User,,u377,
u3770,2888,2888,2888,,Twitter_User,,u3770,
u3771,0,0,0,,Twitter_User,,u3771,
u3772,0,0,0,0,Twitter_User,,u3772,
u3773,1,10,6.67,4.93,Twitter_User,,u3773,
u3774,27,27,27,,Twitter_User,,u3774,
u3775,3429,3429,3429,,Twitter_User,,u3775,
u3776,561,561,561,,Twitter_User,,u3776,
u3777,0,0,0,,Twitter_User,,u3777,
u3778,0,5,1.7,1.3,Twitter_User,,u3778,
u3779,0,0,0,,Twitter_User,,u3779,
u378,0,0,0,,Twitter_User,,u378,
u3780,37,202,141.67,91,Twitter_User,,u3780,
u3781,0,0,0,,Twitter_User,,u3781,
u3782,999,999,999,,Twitter_User,,u3782,
u3783,23,23,23,,Twitter_User,,u3783,
u3784,0,0,0,,Twitter_User,,u3784,
u3785,0,0,0,,Twitter_User,,u3785,
u3786,7,7,7,,Twitter_User,,u3786,
u3787,0,0,0,,Twitter_User,,u3787,
u3788,0,0,0,0,Twitter_User,,u3788,
u3789,999,999,999,,Twitter_User,,u3789,
u379,3,3,3,,Twitter_User,,u379,
u3790,25,257,141,164.05,Twitter_User,,u3790,
u3791,0,0,0,,Twitter_User,,u3791,
u3792,3263,3263,3263,,Twitter_User,,u3792,
u3793,0,0,0,0,Twitter_User,,u3793,
u3794,1,1,1,,Twitter_User,,u3794,
u3795,0,0,0,0,Twitter_User,,u3795,
u3796,0,3,1.5,2.12,Twitter_User,,u3796,
u3797,2888,2888,2888,,Twitter_User,,u3797,
u3798,0,312,34.43,80.67,Twitter_User,,u3798,
u3799,0,0,0,,Twitter_User,,u3799,
u38,0,0,0,,Twitter_User,,u38,
u380,0,0,0,,Twitter_User,,u380,
u3800,0,0,0,,Twitter_User,,u3800,
u3801,0,0,0,,Twitter_User,,u3801,
u3802,0,0,0,,Twitter_User,,u3802,
u3803,0,0,0,,Twitter_User,,u3803,
u3804,961,961,961,,Twitter_User,,u3804,
u3805,0,11,5.25,4.03,Twitter_User,,u3805,
u3806,13,2995,1701,1529.55,Twitter_User,,u3806,
u3807,0,0,0,,Twitter_User,,u3807,
u3808,0,0,0,,Twitter_User,,u3808,
u3809,0,0,0,,Twitter_User,,u3809,
u381,0,0,0,,Twitter_User,,u381,
u3810,25,25,25,,Twitter_User,,u3810,
u3811,202,202,202,,Twitter_User,,u3811,
u3812,0,1,0.5,0.71,Twitter_User,,u3812,
u3813,32,32,32,,Twitter_User,,u3813,
u3814,0,0,0,,Twitter_User,,u3814,
u3815,0,0,0,,Twitter_User,,u3815,
u3816,0,0,0,,Twitter_User,,u3816,
u3817,2,2,2,,Twitter_User,,u3817,
u3818,1,22,7.83,8.89,Twitter_User,,u3818,
u3819,2995,2995,2995,,Twitter_User,,u3819,
u382,202,202,202,,Twitter_User,,u382,
u3820,0,0,0,,Twitter_User,,u3820,
u3821,561,561,561,,Twitter_User,,u3821,
u3822,60,60,60,,Twitter_User,,u3822,
u3823,0,0,0,0,Twitter_User,,u3823,
u3824,219,219,219,,Twitter_User,,u3824,
u3825,0,312,12.96,42.94,Twitter_User,,u3825,
u3826,18,18,18,,Twitter_User,,u3826,
u3827,0,0,0,,Twitter_User,,u3827,
u3828,6,103,52.5,39.84,Twitter_User,,u3828,
u3829,0,0,0,,Twitter_User,,u3829,
u383,3263,3263,3263,,Twitter_User,,u383,
u3830,33,33,33,,Twitter_User,,u3830,
u3831,0,0,0,0,Twitter_User,,u3831,
u3832,0,0,0,0,Twitter_User,,u3832,
u3833,1,1,1,,Twitter_User,,u3833,
u3834,7,7,7,0,Twitter_User,,u3834,
u3835,0,0,0,,Twitter_User,,u3835,
u3836,0,4,1,1.55,Twitter_User,,u3836,
u3837,2888,2888,2888,,Twitter_User,,u3837,
u3838,2,29,18.67,11.89,Twitter_User,,u3838,
u3839,10,125,67.5,81.32,Twitter_User,,u3839,
u384,0,0,0,,Twitter_User,,u384,
u3840,0,999,43.48,129.92,Twitter_User,,u3840,
u3841,0,0,0,,Twitter_User,,u3841,
u3842,7,7,7,,Twitter_User,,u3842,
u3843,0,2,0.67,1.15,Twitter_User,,u3843,
u3844,1,27,11,14,Twitter_User,,u3844,
u3845,10,10,10,,Twitter_User,,u3845,
u3846,2995,2995,2995,,Twitter_User,,u3846,
u3847,0,0,0,0,Twitter_User,,u3847,
u3848,3,3,3,,Twitter_User,,u3848,
u3849,0,0,0,0,Twitter_User,,u3849,
u385,728,728,728,,Twitter_User,,u385,
u3850,0,435,42.36,90.51,Twitter_User,,u3850,
u3851,0,43,7.68,12.23,Twitter_User,,u3851,
u3852,2,2,2,,Twitter_User,,u3852,
u3853,0,10,2,3.16,Twitter_User,,u3853,
u3854,2888,2888,2888,,Twitter_User,,u3854,
u3855,0,0,0,,Twitter_User,,u3855,
u3856,0,0,0,,Twitter_User,,u3856,
u3857,0,0,0,,Twitter_User,,u3857,
u3858,0,0,0,,Twitter_User,,u3858,
u3859,55,55,55,,Twitter_User,,u3859,
u386,875,875,875,,Twitter_User,,u386,
u3860,5,5,5,,Twitter_User,,u3860,
u3861,125,125,125,,Twitter_User,,u3861,
u3862,202,202,202,,Twitter_User,,u3862,
u3863,0,0,0,0,Twitter_User,,u3863,
u3864,0,12,6,8.49,Twitter_User,,u3864,
u3865,0,0,0,,Twitter_User,,u3865,
u3866,0,0,0,,Twitter_User,,u3866,
u3867,0,0,0,0,Twitter_User,,u3867,
u3868,0,199,19.88,49.27,Twitter_User,,u3868,
u3869,2,2,2,,Twitter_User,,u3869,
u387,0,0,0,,Twitter_User,,u387,
u3870,14,875,302,496.23,Twitter_User,,u3870,
u3871,1,1,1,,Twitter_User,,u3871,
u3872,0,2995,471.15,1096.9,Twitter_User,,u3872,
u3873,15,15,15,,Twitter_User,,u3873,
u3874,42,42,42,,Twitter_User,,u3874,
u3875,1,3,2,1.41,Twitter_User,,u3875,
u3876,0,2,0.67,0.82,Twitter_User,,u3876,
u3877,15,15,15,,Twitter_User,,u3877,
u3878,0,70,25.75,31.92,Twitter_User,,u3878,
u3879,27,27,27,,Twitter_User,,u3879,
u388,0,0,0,,Twitter_User,,u388,
u3880,2,103,17.17,23.67,Twitter_User,,u3880,
u3881,2,2,2,,Twitter_User,,u3881,
u3882,0,0,0,,Twitter_User,,u3882,
u3883,0,2,1,1.41,Twitter_User,,u3883,
u3884,0,0,0,0,Twitter_User,,u3884,
u3885,561,561,561,,Twitter_User,,u3885,
u3886,0,0,0,,Twitter_User,,u3886,
u3887,0,0,0,,Twitter_User,,u3887,
u3888,2095,2095,2095,,Twitter_User,,u3888,
u3889,1,1,1,,Twitter_User,,u3889,
u389,0,0,0,,Twitter_User,,u389,
u3890,0,72,4,16.97,Twitter_User,,u3890,
u3891,0,0,0,,Twitter_User,,u3891,
u3892,0,0,0,,Twitter_User,,u3892,
u3893,0,0,0,0,Twitter_User,,u3893,
u3894,0,0,0,0,Twitter_User,,u3894,
u3895,0,0,0,,Twitter_User,,u3895,
u3896,1,1,1,,Twitter_User,,u3896,
u3897,0,0,0,,Twitter_User,,u3897,
u3898,0,0,0,0,Twitter_User,,u3898,
u3899,12,12,12,,Twitter_User,,u3899,
u39,0,0,0,,Twitter_User,,u39,
u390,2888,2888,2888,,Twitter_User,,u390,
u3900,2,2,2,,Twitter_User,,u3900,
u3901,0,0,0,,Twitter_User,,u3901,
u3902,0,3,1,1.73,Twitter_User,,u3902,
u3903,219,219,219,,Twitter_User,,u3903,
u3904,999,999,999,,Twitter_User,,u3904,
u3905,242,875,558.5,447.6,Twitter_User,,u3905,
u3906,0,3429,752.33,1338.91,Twitter_User,,u3906,
u3907,0,0,0,,Twitter_User,,u3907,
u3908,0,0,0,,Twitter_User,,u3908,
u3909,8,2995,1013.67,1715.95,Twitter_User,,u3909,
u391,0,0,0,,Twitter_User,,u391,
u3910,2888,2888,2888,,Twitter_User,,u3910,
u3911,0,17,3.6,7.5,Twitter_User,,u3911,
u3912,0,0,0,,Twitter_User,,u3912,
u3913,133,133,133,,Twitter_User,,u3913,
u3914,0,0,0,,Twitter_User,,u3914,
u3915,0,0,0,0,Twitter_User,,u3915,
u3916,0,0,0,,Twitter_User,,u3916,
u3917,0,0,0,,Twitter_User,,u3917,
u3918,0,0,0,,Twitter_User,,u3918,
u3919,33,33,33,,Twitter_User,,u3919,
u392,0,0,0,,Twitter_User,,u392,
u3920,1,1,1,,Twitter_User,,u3920,
u3921,2995,2995,2995,,Twitter_User,,u3921,
u3922,0,0,0,,Twitter_User,,u3922,
u3923,0,0,0,,Twitter_User,,u3923,
u3924,3263,3263,3263,,Twitter_User,,u3924,
u3925,0,0,0,,Twitter_User,,u3925,
u3926,0,0,0,,Twitter_User,,u3926,
u3927,8,8,8,,Twitter_User,,u3927,
u3928,7,7,7,,Twitter_User,,u3928,
u3929,0,0,0,,Twitter_User,,u3929,
u393,3263,3263,3263,,Twitter_User,,u393,
u3930,0,0,0,,Twitter_User,,u3930,
u3931,0,0,0,,Twitter_User,,u3931,
u3932,0,11,2.4,4.83,Twitter_User,,u3932,
u3933,0,0,0,,Twitter_User,,u3933,
u3934,0,0,0,,Twitter_User,,u3934,
u3935,0,375,77.4,166.38,Twitter_User,,u3935,
u3936,26,26,26,,Twitter_User,,u3936,
u3937,0,0,0,,Twitter_User,,u3937,
u3938,0,0,0,0,Twitter_User,,u3938,
u3939,18,18,18,,Twitter_User,,u3939,
u394,219,219,219,,Twitter_User,,u394,
u3940,13,16,14.5,2.12,Twitter_User,,u3940,
u3941,3,3,3,,Twitter_User,,u3941,
u3942,1,1,1,,Twitter_User,,u3942,
u3943,5,2995,1275.25,1511.52,Twitter_User,,u3943,
u3944,0,0,0,,Twitter_User,,u3944,
u3945,2888,2888,2888,,Twitter_User,,u3945,
u3946,0,4,0.75,1.39,Twitter_User,,u3946,
u3947,2995,2995,2995,,Twitter_User,,u3947,
u3948,0,0,0,,Twitter_User,,u3948,
u3949,43,43,43,,Twitter_User,,u3949,
u395,3,3,3,,Twitter_User,,u395,
u3950,1,49,11,16.02,Twitter_User,,u3950,
u3951,6,6,6,,Twitter_User,,u3951,
u3952,0,0,0,0,Twitter_User,,u3952,
u3953,0,0,0,,Twitter_User,,u3953,
u3954,0,999,499.5,706.4,Twitter_User,,u3954,
u3955,5,5,5,,Twitter_User,,u3955,
u3956,961,961,961,,Twitter_User,,u3956,
u3957,3,3,3,,Twitter_User,,u3957,
u3958,2995,2995,2995,,Twitter_User,,u3958,
u3959,2888,2888,2888,,Twitter_User,,u3959,
u396,0,0,0,,Twitter_User,,u396,
u3960,0,0,0,,Twitter_User,,u3960,
u3961,1,3,2,1.41,Twitter_User,,u3961,
u3962,0,0,0,,Twitter_User,,u3962,
u3963,2888,2888,2888,,Twitter_User,,u3963,
u3964,0,0,0,,Twitter_User,,u3964,
u3965,2995,2995,2995,,Twitter_User,,u3965,
u3966,0,0,0,,Twitter_User,,u3966,
u3967,0,202,17.08,55.74,Twitter_User,,u3967,
u3968,0,0,0,,Twitter_User,,u3968,
u3969,0,0,0,,Twitter_User,,u3969,
u397,0,0,0,,Twitter_User,,u397,
u3970,100,100,100,,Twitter_User,,u3970,
u3971,0,0,0,,Twitter_User,,u3971,
u3972,8,8,8,,Twitter_User,,u3972,
u3973,2,2,2,,Twitter_User,,u3973,
u3974,0,0,0,,Twitter_User,,u3974,
u3975,0,0,0,,Twitter_User,,u3975,
u3976,0,0,0,,Twitter_User,,u3976,
u3977,999,999,999,,Twitter_User,,u3977,
u3978,0,0,0,,Twitter_User,,u3978,
u3979,1,66,18.75,31.63,Twitter_User,,u3979,
u398,2095,2095,2095,,Twitter_User,,u398,
u3980,0,0,0,,Twitter_User,,u3980,
u3981,2995,2995,2995,,Twitter_User,,u3981,
u3982,0,0,0,,Twitter_User,,u3982,
u3983,0,0,0,,Twitter_User,,u3983,
u3984,0,0,0,,Twitter_User,,u3984,
u3985,0,2888,1444,2042.12,Twitter_User,,u3985,
u3986,1,2995,344.4,909.54,Twitter_User,,u3986,
u3987,0,0,0,,Twitter_User,,u3987,
u3988,15,107,61,65.05,Twitter_User,,u3988,
u3989,3429,3429,3429,,Twitter_User,,u3989,
u399,3429,3429,3429,,Twitter_User,,u399,
u3990,0,0,0,,Twitter_User,,u3990,
u3991,1,312,39.77,83.45,Twitter_User,,u3991,u5230
u3992,0,435,217.5,307.59,Twitter_User,,u3992,u5230
u3993,0,0,0,,Twitter_User,,u3993,
u3994,19,19,19,,Twitter_User,,u3994,
u3995,2995,2995,2995,,Twitter_User,,u3995,
u3996,2888,2888,2888,,Twitter_User,,u3996,
u3997,2,2,2,,Twitter_User,,u3997,
u3998,0,0,0,,Twitter_User,,u3998,
u3999,12,2095,708.67,1200.6,Twitter_User,,u3999,
u4,6,6,6,,Twitter_User,,u4,
u40,0,0,0,,Twitter_User,,u40,
u400,3429,3429,3429,,Twitter_User,,u400,u687
u4000,0,0,0,,Twitter_User,,u4000,
u4001,0,0,0,,Twitter_User,,u4001,
u4002,0,0,0,,Twitter_User,,u4002,
u4003,1,1,1,,Twitter_User,,u4003,
u4004,0,0,0,,Twitter_User,,u4004,
u4005,11,11,11,,Twitter_User,,u4005,
u4006,1,1,1,,Twitter_User,,u4006,
u4007,999,999,999,,Twitter_User,,u4007,
u4008,0,0,0,,Twitter_User,,u4008,
u4009,0,0,0,,Twitter_User,,u4009,
u401,3263,3263,3263,,Twitter_User,,u401,
u4010,2,2,2,,Twitter_User,,u4010,
u4011,25,25,25,,Twitter_User,,u4011,
u4012,2095,2888,2491.5,560.74,Twitter_User,,u4012,
u4013,10,10,10,,Twitter_User,,u4013,
u4014,0,0,0,,Twitter_User,,u4014,
u4015,0,3,0.94,0.93,Twitter_User,,u4015,
u4016,7,7,7,,Twitter_User,,u4016,
u4017,2095,2095,2095,,Twitter_User,,u4017,
u4018,561,561,561,,Twitter_User,,u4018,
u4019,0,0,0,,Twitter_User,,u4019,
u402,2,2,2,,Twitter_User,,u402,
u4020,0,0,0,,Twitter_User,,u4020,
u4021,0,0,0,,Twitter_User,,u4021,
u4022,0,30,15,21.21,Twitter_User,,u4022,
u4023,0,0,0,,Twitter_User,,u4023,
u4024,2888,2995,2941.5,75.66,Twitter_User,,u4024,
u4025,0,0,0,,Twitter_User,,u4025,
u4026,2995,2995,2995,,Twitter_User,,u4026,
u4027,0,0,0,,Twitter_User,,u4027,
u4028,0,0,0,,Twitter_User,,u4028,
u4029,12,12,12,,Twitter_User,,u4029,
u403,2095,2095,2095,,Twitter_User,,u403,
u4030,0,20,2,5.98,Twitter_User,,u4030,
u4031,1,1,1,,Twitter_User,,u4031,
u4032,0,0,0,,Twitter_User,,u4032,
u4033,11,11,11,,Twitter_User,,u4033,
u4034,3,3,3,,Twitter_User,,u4034,
u4035,0,2995,998.33,1729.16,Twitter_User,,u4035,
u4036,0,0,0,,Twitter_User,,u4036,
u4037,0,0,0,,Twitter_User,,u4037,
u4038,0,0,0,0,Twitter_User,,u4038,
u4039,1,1,1,,Twitter_User,,u4039,
u404,0,0,0,,Twitter_User,,u404,
u4040,0,2995,748.75,1497.5,Twitter_User,,u4040,
u4041,1,806,403.5,569.22,Twitter_User,,u4041,
u4042,163,875,519,503.46,Twitter_User,,u4042,
u4043,0,0,0,,Twitter_User,,u4043,
u4044,0,0,0,0,Twitter_User,,u4044,
u4045,2995,2995,2995,,Twitter_User,,u4045,
u4046,0,0,0,,Twitter_User,,u4046,
u4047,2095,2095,2095,,Twitter_User,,u4047,
u4048,0,0,0,,Twitter_User,,u4048,
u4049,1,1,1,,Twitter_User,,u4049,
u405,0,0,0,,Twitter_User,,u405,
u4050,0,0,0,,Twitter_User,,u4050,
u4051,0,0,0,,Twitter_User,,u4051,
u4052,19,19,19,,Twitter_User,,u4052,
u4053,48,48,48,,Twitter_User,,u4053,
u4054,404,404,404,,Twitter_User,,u4054,
u4055,0,1,0.03,0.16,Twitter_User,,u4055,
u4056,60,60,60,,Twitter_User,,u4056,
u4057,2,23,12.5,14.85,Twitter_User,,u4057,
u4058,0,0,0,,Twitter_User,,u4058,
u4059,19,19,19,,Twitter_User,,u4059,
u406,25,71,48,32.53,Twitter_User,,u406,
u4060,2095,2095,2095,,Twitter_User,,u4060,
u4061,0,0,0,,Twitter_User,,u4061,
u4062,0,0,0,,Twitter_User,,u4062,
u4063,2888,2888,2888,,Twitter_User,,u4063,
u4064,59,59,59,,Twitter_User,,u4064,
u4065,2,2,2,,Twitter_User,,u4065,
u4066,2995,2995,2995,,Twitter_User,,u4066,
u4067,0,0,0,,Twitter_User,,u4067,
u4068,0,0,0,,Twitter_User,,u4068,
u4069,0,0,0,0,Twitter_User,,u4069,
u407,0,0,0,,Twitter_User,,u407,
u4070,1,1,1,,Twitter_User,,u4070,
u4071,1,21,7,8.15,Twitter_User,,u4071,
u4072,4,55,21.67,20.96,Twitter_User,,u4072,
u4073,0,0,0,,Twitter_User,,u4073,
u4074,0,0,0,,Twitter_User,,u4074,
u4075,0,0,0,0,Twitter_User,,u4075,
u4076,0,0,0,,Twitter_User,,u4076,
u4077,0,0,0,,Twitter_User,,u4077,
u4078,0,0,0,0,Twitter_User,,u4078,
u4079,0,36,18,25.46,Twitter_User,,u4079,
u408,0,3,1.5,2.12,Twitter_User,,u408,
u4080,0,2995,1961,1699.12,Twitter_User,,u4080,
u4081,2995,2995,2995,,Twitter_User,,u4081,
u4082,1,2888,300.17,809.22,Twitter_User,,u4082,
u4083,2095,2095,2095,,Twitter_User,,u4083,
u4084,0,0,0,,Twitter_User,,u4084,
u4085,0,0,0,,Twitter_User,,u4085,
u4086,0,0,0,,Twitter_User,,u4086,
u4087,0,3429,1714.5,2424.67,Twitter_User,,u4087,
u4088,0,1,0.5,0.71,Twitter_User,,u4088,
u4089,0,166,71.67,85.29,Twitter_User,,u4089,
u409,0,0,0,,Twitter_User,,u409,
u4090,3,2095,1049,1479.27,Twitter_User,,u4090,
u4091,0,0,0,,Twitter_User,,u4091,
u4092,0,0,0,,Twitter_User,,u4092,
u4093,0,0,0,,Twitter_User,,u4093,
u4094,29,375,202,244.66,Twitter_User,,u4094,
u4095,0,0,0,,Twitter_User,,u4095,
u4096,1,1,1,,Twitter_User,,u4096,
u4097,0,0,0,0,Twitter_User,,u4097,
u4098,0,11,1.75,3.77,Twitter_User,,u4098,
u4099,0,6,3.67,3.21,Twitter_User,,u4099,
u41,0,0,0,,Twitter_User,,u41,
u410,0,0,0,,Twitter_User,,u410,
u4100,2995,2995,2995,,Twitter_User,,u4100,
u4101,3,3,3,,Twitter_User,,u4101,
u4102,0,0,0,,Twitter_User,,u4102,
u4103,0,0,0,,Twitter_User,,u4103,
u4104,0,0,0,0,Twitter_User,,u4104,
u4105,19,19,19,,Twitter_User,,u4105,
u4106,0,1,0.5,0.71,Twitter_User,,u4106,
u4107,12,25,18.5,9.19,Twitter_User,,u4107,
u4108,0,4,0.83,1.27,Twitter_User,,u4108,
u4109,0,0,0,0,Twitter_User,,u4109,
u411,2995,2995,2995,,Twitter_User,,u411,
u4110,199,199,199,,Twitter_User,,u4110,
u4111,0,0,0,,Twitter_User,,u4111,
u4112,3,166,58.33,93.25,Twitter_User,,u4112,
u4113,7,10,8.5,2.12,Twitter_User,,u4113,
u4114,2095,2095,2095,,Twitter_User,,u4114,
u4115,2,20,12.33,9.29,Twitter_User,,u4115,
u4116,0,0,0,,Twitter_User,,u4116,
u4117,0,0,0,,Twitter_User,,u4117,
u4118,0,0,0,,Twitter_User,,u4118,
u4119,16,16,16,,Twitter_User,,u4119,
u412,0,0,0,,Twitter_User,,u412,
u4120,2995,2995,2995,,Twitter_User,,u4120,
u4121,0,3,1.43,0.98,Twitter_User,,u4121,
u4122,0,0,0,,Twitter_User,,u4122,
u4123,0,7,1.36,2.8,Twitter_User,,u4123,
u4124,0,0,0,0,Twitter_User,,u4124,
u4125,26,26,26,,Twitter_User,,u4125,
u4126,2,2,2,,Twitter_User,,u4126,
u4127,0,0,0,0,Twitter_User,,u4127,
u4128,0,0,0,,Twitter_User,,u4128,
u4129,0,0,0,,Twitter_User,,u4129,
u413,2,2,2,,Twitter_User,,u413,
u4130,7,19,13,8.49,Twitter_User,,u4130,
u4131,0,0,0,,Twitter_User,,u4131,
u4132,0,0,0,,Twitter_User,,u4132,
u4133,0,2888,1444,2042.12,Twitter_User,,u4133,
u4134,3,3,3,,Twitter_User,,u4134,
u4135,2095,2888,2491.5,560.74,Twitter_User,,u4135,
u4136,9,9,9,,Twitter_User,,u4136,
u4137,0,0,0,,Twitter_User,,u4137,
u4138,0,0,0,,Twitter_User,,u4138,
u4139,169,169,169,,Twitter_User,,u4139,
u414,1,9,3.67,4.62,Twitter_User,,u414,
u4140,2,2,2,,Twitter_User,,u4140,
u4141,0,0,0,,Twitter_User,,u4141,
u4142,0,0,0,,Twitter_User,,u4142,
u4143,0,0,0,,Twitter_User,,u4143,
u4144,1,1,1,,Twitter_User,,u4144,
u4145,0,133,48,73.82,Twitter_User,,u4145,
u4146,0,2995,1497.5,2117.78,Twitter_User,,u4146,
u4147,3,3,3,,Twitter_User,,u4147,
u4148,2995,2995,2995,,Twitter_User,,u4148,
u4149,0,0,0,,Twitter_User,,u4149,
u415,0,0,0,,Twitter_User,,u415,
u4150,0,107,11.1,33.71,Twitter_User,,u4150,
u4151,329,329,329,,Twitter_User,,u4151,
u4152,71,2995,1533,2067.58,Twitter_User,,u4152,
u4153,7,7,7,,Twitter_User,,u4153,
u4154,0,0,0,,Twitter_User,,u4154,
u4155,2095,2095,2095,,Twitter_User,,u4155,
u4156,0,0,0,,Twitter_User,,u4156,
u4157,47,2995,1521,2084.55,Twitter_User,,u4157,
u4158,3263,3263,3263,,Twitter_User,,u4158,
u4159,2095,2995,2545,636.4,Twitter_User,,u4159,u5427
u416,0,0,0,0,Twitter_User,,u416,u4665
u4160,2095,2095,2095,,Twitter_User,,u4160,
u4161,0,0,0,0,Twitter_User,,u4161,u4732
u4162,19,3263,1098,1502.31,Twitter_User,,u4162,
u4163,0,0,0,,Twitter_User,,u4163,
u4164,0,0,0,,Twitter_User,,u4164,
u4165,1,1,1,,Twitter_User,,u4165,
u4166,0,0,0,,Twitter_User,,u4166,
u4167,2,2,2,,Twitter_User,,u4167,
u4168,0,0,0,0,Twitter_User,,u4168,
u4169,219,219,219,,Twitter_User,,u4169,
u417,0,0,0,,Twitter_User,,u417,
u4170,0,0,0,,Twitter_User,,u4170,
u4171,0,0,0,,Twitter_User,,u4171,
u4172,35,35,35,,Twitter_User,,u4172,
u4173,0,0,0,,Twitter_User,,u4173,
u4174,6,6,6,,Twitter_User,,u4174,
u4175,133,2888,1510.5,1948.08,Twitter_User,,u4175,
u4176,999,999,999,,Twitter_User,,u4176,
u4177,0,0,0,,Twitter_User,,u4177,
u4178,0,0,0,,Twitter_User,,u4178,
u4179,0,0,0,,Twitter_User,,u4179,
u418,8,8,8,,Twitter_User,,u418,
