author.id,u_min,u_max,u_mean,u_std,Cat,is_retweet,Label,retweet
u2036,0,0,0,,Twitter_User,,u2036,
u2037,0,83,18.71,32.39,Twitter_User,,u2037,
u2038,0,1,0.33,0.58,Twitter_User,,u2038,
u2039,3,3,3,,Twitter_User,,u2039,
u204,0,0,0,0,Twitter_User,,u204,
u2040,0,0,0,,Twitter_User,,u2040,
u2041,1,1,1,,Twitter_User,,u2041,
u2042,999,999,999,,Twitter_User,,u2042,
u2043,561,561,561,,Twitter_User,,u2043,
u2044,0,1,0.33,0.58,Twitter_User,,u2044,
u2045,0,25,12.5,17.68,Twitter_User,,u2045,
u2046,0,0,0,,Twitter_User,,u2046,
u2047,0,0,0,,Twitter_User,,u2047,
u2048,1,1,1,,Twitter_User,,u2048,
u2049,0,0,0,,Twitter_User,,u2049,
u205,0,1,0.5,0.71,Twitter_User,,u205,
u2050,0,0,0,,Twitter_User,,u2050,
u2051,93,93,93,,Twitter_User,,u2051,
u2052,2,2,2,,Twitter_User,,u2052,
u2053,7,7,7,,Twitter_User,,u2053,
u2054,0,0,0,,Twitter_User,,u2054,
u2055,1,9,3.75,3.59,Twitter_User,,u2055,
u2056,0,3,1.5,2.12,Twitter_User,,u2056,
u2057,0,0,0,,Twitter_User,,u2057,
